"variable","mean","median","sd","mad","q5","q95","rhat","ess_bulk","ess_tail"
"lp__",-6141.4760082,-6141.13675,2.403411936999,2.19839927999966,-6146.02886,-6138.20615,1.00170482275851,2398.69254765586,3743.61894585446
"beta[1]",7.82624805743333,7.82597735,0.0347412480483794,0.0336189186900001,7.768471725,7.88385919,1.00191856968291,1899.10949715202,2820.85515425549
"beta[2]",0.30908459713,0.30840835,0.0364610567428233,0.036547446579,0.249923193,0.369596262,1.00095328009823,2332.95285711652,3338.45719895652
"beta[3]",0.176544533563167,0.176514365,0.048356077955256,0.048466831518,0.09547146095,0.256061893,1.00105018118191,2072.04897296621,3299.71070920512
"beta[4]",0.463876275923333,0.463635255,0.0318667918822788,0.032063915919,0.412342893,0.516693267,1.00065384201097,3215.50676793997,3878.55512613612
"beta[5]",0.481651237133333,0.481532695,0.0201409410336554,0.02066143947,0.448135745,0.5146026315,1.00115930984807,5222.93864930267,4108.3687241305
"beta[6]",0.304019275935,0.304204365,0.0184597788643863,0.018380110959,0.2736309305,0.334099187,1.00097200857525,2416.14120440548,3623.71185514276
"beta[7]",-0.105818984188,-0.10592076,0.0110495992398828,0.010950179667,-0.1236711895,-0.08761377165,1.00047628936468,5632.12884237884,4659.01814246526
"beta[8]",-0.0745399612688333,-0.074531602,0.0106671615556806,0.0107348505495,-0.09191805155,-0.0572805291,1.00076920390125,5755.25536898211,4260.64558320149
"beta[9]",0.0328030918701612,0.0329448,0.0217849629101921,0.0220238117295,-0.00265459932,0.06878775585,1.00074653380807,4491.22746462641,4220.56399985765
"beta[10]",-0.170161229738,-0.170841285,0.0612328509543148,0.061487617758,-0.2690132045,-0.0684962248,1.00066698758417,5359.69887860571,3998.28478711333
"log_phi",2.63351542161667,2.63361835,0.0535179560174502,0.0513466634099999,2.54655342,2.72233441,1.00402797404223,6056.56318860466,4138.2650500087
"phi",13.9425577503333,13.924061,0.745696833622936,0.713412294000001,12.763039,15.21580045,1.00399414154993,6056.5590915839,4138.2650500087
"log_lik[1]",-8.43515526401667,-8.4331781,0.209207843278904,0.205817348939999,-8.7843543,-8.0959354,1.00109523593449,3440.39974273802,3510.9239431909
"log_lik[2]",-9.85550728508333,-9.8478285,0.28447173573939,0.28127086596,-10.33327375,-9.38943601,1.00106075950564,3637.02604091483,3816.13042515964
"log_lik[3]",-7.19556503228333,-7.1915866,0.0826994351951208,0.08315377077,-7.33515099,-7.067559365,0.999740992049149,7542.29861801455,4682.63669631254
"log_lik[4]",-7.0050630342,-7.0025737,0.0361303217939616,0.0343795666199993,-7.0684631,-6.950157105,1.00086254253834,6419.46554634545,4759.06366938828
"log_lik[5]",-7.2069615282,-7.2027015,0.0659691590178329,0.0659532386099999,-7.32180313,-7.10617997,0.99998191049664,6012.63874267449,4598.50470895851
"log_lik[6]",-7.19386677985,-7.18855445,0.0721548961358435,0.0698592224399995,-7.32142828,-7.08429362,1.00116196744833,6209.7258168267,4111.97676409484
"log_lik[7]",-7.10370532251667,-7.0999078,0.0593851925220162,0.0590619655499995,-7.206997835,-7.013813195,1.00018436931701,6692.50699188279,4774.72231604483
"log_lik[8]",-7.48438500996667,-7.48124895,0.147584252150678,0.146418166019999,-7.73688728,-7.24802488,0.999938350708022,6272.34045618998,4822.17750214708
"log_lik[9]",-7.8032134705,-7.7938087,0.211610307677064,0.212892390270001,-8.162421865,-7.467434385,1.00056631946451,7084.05043580177,4943.13260465465
"log_lik[10]",-7.007323749,-7.00299935,0.0660484666129203,0.0657417457199993,-7.121197325,-6.90817224,0.999587555015434,7673.73476654081,5164.56646404629
"log_lik[11]",-7.01298168631667,-7.0080294,0.0756331329220703,0.0746695922700006,-7.14359557,-6.89849527,1.00023976947171,7647.81803250073,5274.93928713918
"log_lik[12]",-6.87917242103333,-6.87557945,0.0672433939591715,0.0669795684600001,-6.994112035,-6.77759966,0.999850332705408,8158.51357906225,5077.48737529737
"log_lik[13]",-6.90240449341667,-6.8993283,0.0386868024387367,0.0370197065700006,-6.968995175,-6.84385545,0.99993813057707,7021.10571684266,4843.50067746505
"log_lik[14]",-7.07152846823333,-7.0661327,0.0689090337259501,0.0679481510399997,-7.19343348,-6.966941015,1.00066495070528,7141.9219915441,4251.77524767274
"log_lik[15]",-7.6679346776,-7.6634129,0.139591227415365,0.136991424570001,-7.906008775,-7.442192635,1.00073092935815,4393.47931968935,4134.09724067806
"log_lik[16]",-7.69951429786667,-7.69560445,0.141397549732314,0.14059362366,-7.9401551,-7.47068557,1.00061743361134,4508.41557993947,4342.69120148585
"log_lik[17]",-7.0400373262,-7.01772495,0.215488909097905,0.210426233429999,-7.428771255,-6.732234455,0.999911890132793,6552.11490879401,4116.74151829516
"log_lik[18]",-9.1189851055,-9.1115706,0.267703247426124,0.26544307314,-9.56395273,-8.69414117,1.00043584471719,6981.49298130107,4791.28794728176
"log_lik[19]",-7.02619724993333,-7.02607425,0.0278752488185088,0.0263280107999989,-7.07188413,-6.980373165,1.00185235203425,5741.317737856,4353.93749725833
"log_lik[20]",-7.18683820598333,-7.18631465,0.0292897728726839,0.0281703636900003,-7.236615105,-7.13873828,1.00160852128657,5810.01524580359,4348.01985123886
"log_lik[21]",-6.9729067005,-6.97059165,0.0337335587970711,0.0316586991,-7.031605325,-6.920845805,1.00161385749326,5937.60984659343,4416.19176416654
"log_lik[22]",-7.48058208635,-7.47504965,0.181660540046504,0.1822693614,-7.787192465,-7.1938499,1.00021704897069,6208.61377604273,4721.10884886467
"log_lik[23]",-7.30220518295,-7.29842245,0.148509001443205,0.14927268993,-7.557254595,-7.069859555,1.00001570303204,6609.24468746708,4895.85692316445
"log_lik[24]",-6.9126701881,-6.9085732,0.0420725603320496,0.0391870453800007,-6.987405715,-6.850979265,1.0009549125002,6469.22437873018,4825.54034336629
"log_lik[25]",-7.31428390133333,-7.30984275,0.0530046513562184,0.0514569688499998,-7.409670055,-7.234993825,1.00056472616656,6768.79457829772,5284.26876504204
"log_lik[26]",-10.0342636198167,-10.0260935,0.354058311289359,0.3508098468,-10.61902575,-9.468731185,1.00127047869751,6224.40669058748,4482.74947075114
"log_lik[27]",-13.7890700941667,-13.7676405,0.497750739676824,0.486985915500002,-14.62243555,-13.01345825,1.00131129759627,6672.96632399906,4582.42807534563
"log_lik[28]",-7.08961391726667,-7.08408575,0.0955809772061714,0.0959689203899999,-7.253105305,-6.944752535,0.999995345122599,7477.60658799924,5135.29590015415
"log_lik[29]",-7.39120204621667,-7.3877396,0.128730800305346,0.12656911722,-7.60936351,-7.18548957,1.00047803616437,5179.40588414836,4478.84759967389
"log_lik[30]",-7.61413513881667,-7.6113116,0.162604065591638,0.158346424319999,-7.89263906,-7.356840555,1.00068275553916,5163.53363533892,4204.88893196321
"log_lik[31]",-6.94415686771667,-6.94276475,0.0312212620190995,0.02988276669,-6.99703541,-6.894910045,1.00143505836505,6087.61058898965,4286.19810873387
"log_lik[32]",-6.93503635386667,-6.92811955,0.0620057967145251,0.0596645683199999,-7.04629801,-6.846451815,1.00026693364031,7146.28538994656,4837.00484895195
"log_lik[33]",-6.96231006693333,-6.96056975,0.0330158071069037,0.0316631469,-7.019257445,-6.911027095,1.00235224413283,5775.5445391488,4567.4650596931
"log_lik[34]",-6.98659388945,-6.984356,0.0348036144811813,0.0333883002599999,-7.047262705,-6.93277903,1.00045607911513,6451.61440092488,4893.47058580306
"log_lik[35]",-7.06916634325,-7.06774655,0.0305750801534059,0.0288748952100001,-7.121699325,-7.021098835,1.00275224678651,5780.58338080023,4506.80068235516
"log_lik[36]",-7.03614369616667,-7.02706575,0.129301792092855,0.12798744651,-7.26516452,-6.839941135,1.00021843172192,5321.64765392834,4463.46358832438
"log_lik[37]",-7.21378591405,-7.208559,0.0694383981003252,0.0674565950100013,-7.33417616,-7.10712585,1.00064986116954,3459.18635997341,3822.00060807597
"log_lik[38]",-7.13007194035,-7.1253818,0.0496889925950373,0.0468890041199997,-7.21874389,-7.057780105,1.00043266008667,5822.00480829845,4619.42327136058
"log_lik[39]",-6.95820231011667,-6.95699145,0.0310209588411639,0.0290464320299992,-7.010931845,-6.908768125,1.00214565994687,5607.80601337146,4251.96485761606
"log_lik[40]",-7.00252805618333,-7.00193355,0.0294430616997709,0.0277919300400004,-7.05224569,-6.95479097,1.00166760161067,5631.83784223194,4421.44657503408
"log_lik[41]",-6.97296975956667,-6.9709035,0.0337562697978391,0.0321121523100003,-7.03144776,-6.920398155,1.00164490492298,6144.01137072842,4767.12087403414
"log_lik[42]",-7.1033687418,-7.1007695,0.0354933019626783,0.0326442574500005,-7.167001935,-7.0494018,1.00130416829071,5906.27455104176,4684.3852678409
"log_lik[43]",-7.0211480023,-7.01706125,0.0531837854316659,0.0526887129299993,-7.11508141,-6.941157525,1.0006678513042,4777.05924130474,4741.29663412271
"log_lik[44]",-7.29187169083333,-7.28630025,0.0831521452873413,0.0820429327199998,-7.437711335,-7.164554015,1.00042742055451,3415.22429077484,4279.27430596054
"log_lik[45]",-7.30258218745,-7.2940943,0.073609072009758,0.0715286300399992,-7.43680033,-7.19533092,0.999974222192342,4663.75965197225,4293.32705114911
"log_lik[46]",-7.20296292861667,-7.19898945,0.0521715729074574,0.0519551224499996,-7.29619942,-7.126006885,1.00047524879311,5933.76933941074,4603.27265418187
"log_lik[47]",-7.27335993123333,-7.2732784,0.0278155627532124,0.026435351039999,-7.319130495,-7.22790934,1.00238200878282,5701.54869574615,4406.89717408723
"log_lik[48]",-7.43063232653333,-7.4305077,0.0279438387863663,0.0263879819699999,-7.47616817,-7.38446981,1.0021735556971,5537.60780371168,4256.78024121127
"log_lik[49]",-7.63407715151667,-7.63004635,0.0436651000316704,0.0405978875400001,-7.71127014,-7.5704287,1.00157160403382,3031.2453728259,3063.50706812293
"log_lik[50]",-7.55328923926667,-7.53589265,0.190553281684744,0.188319852,-7.89704219,-7.267909915,1.00000134385008,4954.99872742737,4563.45602171663
"log_lik[51]",-7.19644094085,-7.19137485,0.0506227488430196,0.0491914819200003,-7.28700439,-7.1215563,1.0008114743495,4003.38569934648,4349.616082562
"log_lik[52]",-6.98824153386667,-6.96392815,0.183445999952214,0.17521841232,-7.328985085,-6.73282171,0.999962073387747,6682.96194783958,4164.85296697835
"log_lik[53]",-6.95269409618333,-6.950164,0.0402085816032719,0.0388043863200002,-7.02254503,-6.89224572,1.00018718886883,7052.13205309245,4686.74574298961
"log_lik[54]",-7.23274748263333,-7.2281986,0.0484537319668048,0.0450355317299995,-7.32037496,-7.16237605,1.00068577129342,5595.44722905175,4443.89676536368
"log_lik[55]",-7.16383436406667,-7.16137325,0.0392632501003359,0.0375524788800007,-7.232038695,-7.10436339,1.00118134180116,5647.61746547084,4676.08430849814
"log_lik[56]",-7.0381062027,-7.0328571,0.0623785517504889,0.0623003345999995,-7.148475665,-6.94577423,0.999712421232829,4778.53512980226,4463.22616887572
"log_lik[57]",-7.21561221461667,-7.21395695,0.0327870411830305,0.0306319986000001,-7.27368304,-7.16504578,1.0016881246143,5138.82921223884,3903.55826377313
"log_lik[58]",-7.65982456918333,-7.65186705,0.0894354989737138,0.0849453446100005,-7.822026725,-7.52648926,1.00151730375811,2859.36125542358,3675.34537701239
"log_lik[59]",-7.05618793865,-7.05048915,0.0736364975655626,0.0741601709100001,-7.186461825,-6.947728155,0.99979370803654,4320.05132209691,4244.54204701736
"log_lik[60]",-7.13939243028333,-7.1393411,0.0275345399586285,0.0264650771700001,-7.18497988,-7.093982585,1.0026702708427,5740.62772302072,4229.98667601487
"log_lik[61]",-7.3033492396,-7.3012807,0.0345616207036189,0.0331997876699999,-7.363546945,-7.24963549,1.00229819050486,5305.90356921644,4763.09547094212
"log_lik[62]",-7.16355112156667,-7.15834175,0.0601943150608521,0.0596024473799995,-7.269609265,-7.07452858,1.00016896978732,6408.03235397273,4968.02113657441
"log_lik[63]",-7.26214510446667,-7.259258,0.0422455897240184,0.0410469670799987,-7.334657855,-7.196748425,1.00064669201904,6169.0513665458,5390.17908563793
"log_lik[64]",-7.48801813193333,-7.47873865,0.0916356352154277,0.0887003997599996,-7.650547015,-7.352747,1.00145023944313,3078.64164623366,3645.50896816278
"log_lik[65]",-9.7541552137,-9.7461665,0.398827097928092,0.39943853376,-10.4289259,-9.125249305,1.00112684017206,4546.01802070729,4449.08100263719
"log_lik[66]",-7.32205273733333,-7.3155988,0.0687122812820762,0.0674370246900004,-7.444485925,-7.218174755,1.00076568865722,6766.96902548607,5028.38472025898
"log_lik[67]",-7.32359237565,-7.31997125,0.0420121676073503,0.039548355,-7.399800585,-7.26115439,1.00091178856478,4869.54848863344,4472.76302561432
"log_lik[68]",-7.33949757788333,-7.3343009,0.0658545736518811,0.0649114897199992,-7.45654191,-7.2402466,1.00093093416668,5681.54807096912,4522.60341313898
"log_lik[69]",-17.6464349375,-17.6328855,0.827702403298831,0.8152906356,-19.03315925,-16.3003938,1.00052845836566,5339.82731762407,4742.43174420998
"log_lik[70]",-7.25639181243333,-7.2541608,0.0384389509953279,0.0374958435599999,-7.32275252,-7.19659467,1.00090959096244,5098.51649133823,4695.2196220749
"log_lik[71]",-7.3852546305,-7.38002365,0.0551210298834977,0.0525087994200004,-7.48556007,-7.30404609,1.00110048638735,3438.7384195808,3938.63720978569
"log_lik[72]",-7.5757227547,-7.568721,0.0733330216847925,0.0698808684000003,-7.70878529,-7.467655595,1.00112242903195,2884.42194643974,3341.90012395015
"log_lik[73]",-7.30863473858333,-7.30537945,0.0446303949822749,0.0432463300499997,-7.387173645,-7.24115397,1.00047342254568,4288.85737412948,4137.0247754664
"log_lik[74]",-7.29010172291667,-7.28822165,0.0373941863750503,0.0365199962399997,-7.35432212,-7.232178735,1.00110581917559,5071.16597139831,4698.56591957488
"log_lik[75]",-7.52897881533333,-7.52365355,0.0730518813217004,0.0710789574599996,-7.659610745,-7.418756665,1.00082755083294,3791.5489512556,4757.17160121751
