"variable","mean","median","sd","mad","q5","q95"
"log_lik[79]",-16.5080388455,-16.5065025,0.293744328421503,0.2993035815,-16.98484005,-16.02798855
"log_lik[80]",-108.089380955,-108.0843,1.79888965091562,1.770417138,-111.043043,-105.1220875
"log_lik[81]",-47.27961227,-47.2476125,1.05229048148451,1.02994294620001,-49.0160562,-45.54707015
"log_lik[82]",-27.2619655255,-27.25897,0.733563677328526,0.714685106099999,-28.47188085,-26.0727351
"log_lik[83]",-47.6312644265,-47.624074,0.9915949629272,0.957772202100001,-49.28738765,-46.0075963
"log_lik[84]",-67.566104215,-67.5706245,1.28679454364508,1.27815020130001,-69.6730258,-65.4330158
"log_lik[85]",-48.4287369095,-48.3991105,0.993956616370407,1.0161658857,-50.07129965,-46.80918685
"log_lik[86]",-261.009543615,-260.98321,2.0726248218038,2.079383565,-264.4798785,-257.644426
"log_lik[87]",-254.630628535,-254.73715,2.9177552057862,2.92729733099998,-259.3010675,-249.748603
"log_lik[88]",-134.35333053,-134.42861,2.16442719292259,2.18954815799999,-137.806229,-130.685347
"log_lik[89]",-319.553628135,-319.561645,2.5487602189675,2.441152791,-323.7849,-315.2848115
"log_lik[90]",-53.032892437,-53.026686,1.037691584372,1.0364004105,-54.73246285,-51.3329585
"log_lik[91]",-21.1148808715,-21.10238,0.647428030384669,0.624143465400001,-22.1944015,-20.0308338
"log_lik[92]",-44.236459306,-44.220511,0.773397140110481,0.761267656799999,-45.50907905,-42.9976198
"log_lik[93]",-5.9046952123,-5.8998409,0.138973650464246,0.14125160154,-6.143180735,-5.69101863
"log_lik[94]",-84.1024033705,-84.100676,2.68408507831023,2.62572833670002,-88.55142315,-79.6674786
"log_lik[95]",-185.132227505,-185.109965,3.24262067055846,3.181177755,-190.4468295,-179.919862
"log_lik[96]",-36.0020802645,-35.9949195,1.03554208320657,1.01958772650001,-37.7166861,-34.30718575
"log_lik[97]",-14.474688603,-14.4718815,0.520285871568097,0.503090657999999,-15.33827515,-13.6294142
"log_lik[98]",-224.655350915,-224.663255,2.14557333732222,2.11211196,-228.2145905,-221.1434885
"log_lik[99]",-5.6762430623,-5.66937415,0.136492600352401,0.13556256882,-5.9110487,-5.46402217
"log_lik[100]",-5.96330173675,-5.95918105,0.15025683380482,0.149202637079999,-6.21330928,-5.721132535
"log_lik[101]",-5.82530067185,-5.81006055,0.211922338110836,0.20839536795,-6.19385343,-5.49851054
"log_lik[102]",-214.175842715,-214.163725,2.52453376346569,2.46745411499998,-218.37983,-210.026185
"log_lik[103]",-55.504160444,-55.496469,1.14949422640417,1.1244068052,-57.3903206,-53.6004105
"log_lik[104]",-46.5018779885,-46.528141,1.3009911110403,1.2944328558,-48.6488118,-44.3568034
"log_lik[105]",-44.560364923,-44.569392,1.74442114062848,1.768156173,-47.48965895,-41.72951415
"log_lik[106]",-738.9807289,-738.97465,4.65788861902464,4.64879608199996,-746.912424,-731.360717
"log_lik[107]",-24.8259691755,-24.8376895,0.890511120183594,0.9091903653,-26.2530175,-23.3999067
"log_lik[108]",-32.990412674,-32.9946255,0.952899411431339,0.922252071299995,-34.55709565,-31.42297015
"log_lik[109]",-23.433081015,-23.426105,0.741256849597447,0.725120386199999,-24.6598452,-22.2300824
"log_lik[110]",-5.43690428865,-5.42944805,0.11657040466894,0.114326325330001,-5.639391985,-5.261390885
"log_lik[111]",-61.7282981565,-61.7132945,1.90041123261165,1.9209744267,-64.91898905,-58.66498095
"log_lik[112]",-198.97537558,-198.97909,2.006245400298,1.94580130500001,-202.3354385,-195.666946
"log_lik[113]",-285.753070945,-285.78592,2.59519876180906,2.52150229799995,-289.9728175,-281.4636795
"log_lik[114]",-83.249587383,-83.265805,1.33871291189682,1.36264802309999,-85.4462071,-81.07019415
"log_lik[115]",-24.5634844335,-24.5576465,0.810438396554307,0.796929375900001,-25.88763825,-23.2124833
"log_lik[116]",-99.4517196965,-99.442396,2.41653020339932,2.4362557632,-103.4706365,-95.4777874
"log_lik[117]",-53.6781032905,-53.68061,1.61359556187944,1.5641667216,-56.33177815,-51.0783224
"log_lik[118]",-37.2619045055,-37.242859,1.35914985983121,1.3472082267,-39.53958975,-35.0428892
"log_lik[119]",-66.871956154,-66.860532,1.5859826869873,1.5885147201,-69.47540765,-64.3486246
"log_lik[120]",-379.995087175,-380.04401,3.19733501531863,3.35181760199993,-385.411801,-374.815147
"log_lik[121]",-8.77551297425,-8.77215785,0.329028353243075,0.34144567107,-9.311082925,-8.25024883
"log_lik[122]",-102.4085933845,-102.393095,1.76650364740633,1.746413844,-105.3021995,-99.46400075
"log_lik[123]",-119.238915865,-119.171225,2.79558725139678,2.79691007399999,-123.8081835,-114.6225315
"log_lik[124]",-5.085326909,-5.07413655,0.0979068892706055,0.0951789911100009,-5.26451559,-4.94652026
"log_lik[125]",-113.04278855,-113.034035,2.36643966324969,2.43720166199998,-116.990601,-109.169602
"log_lik[126]",-183.556639035,-183.597065,2.4300769266388,2.36614064400002,-187.57907,-179.607912
"log_lik[127]",-86.740941073,-86.7454835,1.41586128596042,1.457781276,-89.03798075,-84.4237533
"log_lik[128]",-24.4421677675,-24.433877,0.9294074207296,0.954012328500002,-25.9081459,-22.94602515
"log_lik[129]",-40.415438015,-40.393057,1.08248616006343,1.0536230334,-42.21936665,-38.6313463
"log_lik[130]",-36.143982552,-36.0967125,1.24241126858385,1.19637072659999,-38.24360635,-34.1284463
"log_lik[131]",-13.6863787205,-13.6690525,0.596552303041583,0.5924128602,-14.6990165,-12.75100195
"log_lik[132]",-274.576389275,-274.547915,2.96780352565463,2.912041377,-279.4574395,-269.618305
"log_lik[133]",-154.327206155,-154.275385,2.20394640362732,2.16699781199999,-157.803085,-150.7044495
"log_lik[134]",-23.117339501,-23.1229625,0.71347503343254,0.715302608999999,-24.2804488,-21.9451315
"log_lik[135]",-210.971902715,-211.017835,2.37729271955841,2.37486574500001,-214.752356,-207.0657295
"log_lik[136]",-15.5317905955,-15.519433,0.648945912212003,0.646449182400001,-16.6036498,-14.48931035
"log_lik[137]",-149.58117714,-149.589665,2.46468788649631,2.420366739,-153.6244235,-145.551496
"log_lik[138]",-71.486740474,-71.4600565,1.47235944940225,1.44900799050001,-73.82248755,-69.07134515
"log_lik[139]",-183.56944191,-183.5752,2.86822901722711,2.84775584100001,-188.299052,-178.8877845
"log_lik[140]",-200.351871515,-200.305325,2.85302273714313,2.79646529400004,-205.064385,-195.748911
"log_lik[141]",-278.08345229,-278.099035,3.10923567869071,3.245389161,-283.0522565,-273.046661
"log_lik[142]",-95.56726582,-95.5692015,1.56012714379098,1.55903989079999,-98.03958385,-93.01971725
"log_lik[143]",-65.49241695,-65.5215755,1.50997770418079,1.4715664908,-67.9677579,-63.0097245
"log_lik[144]",-36.4752296205,-36.466051,1.0769825594633,1.05931770000001,-38.2132661,-34.68612125
"log_lik[145]",-61.3211566205,-61.3069485,1.53113345508371,1.50231042570001,-63.78825025,-58.7771827
"log_lik[146]",-11.1024987639,-11.092203,0.489849083310253,0.483246057,-11.9058584,-10.3008298
"log_lik[147]",-27.4038336075,-27.3919195,0.970437993902953,0.9489173736,-29.0090212,-25.8073158
"log_lik[148]",-97.729811535,-97.7289935,1.59820660292373,1.5946052409,-100.401573,-95.16910015
"log_lik[149]",-136.3760694,-136.393135,1.92528399787181,1.924422213,-139.487002,-133.172045
"log_lik[150]",-5.2093678534,-5.18195495,0.115317610896103,0.1048761588,-5.42875054,-5.082054205
"log_lik[151]",-185.606932635,-185.63955,3.27391501621667,3.26292090600003,-191.0822285,-180.258215
"log_lik[152]",-72.376159384,-72.3612065,1.6905454403486,1.69700619899999,-75.2302222,-69.69740935
"log_lik[153]",-21.987384362,-21.979027,1.18915080167983,1.2311414031,-23.90837675,-20.0432548
"log_lik[154]",-37.6436693205,-37.6119835,1.38655739602239,1.392494985,-39.92218225,-35.441625
"log_lik[155]",-24.162880884,-24.1667485,0.89127304720024,0.922452963599996,-25.66937235,-22.7451908
"log_lik[156]",-42.7764487175,-42.771566,1.07452963462267,1.0769146794,-44.4942773,-41.0439369
"log_lik[157]",-10.2124409819,-10.198202,0.508784466248031,0.4911727779,-11.0707072,-9.38919059
"log_lik[158]",-6.4027173213,-6.38764135,0.228489094021842,0.22715485401,-6.7850179,-6.04269145
"log_lik[159]",-80.190295805,-80.201401,2.00536424287877,2.01032035050001,-83.56813885,-76.96195835
"log_lik[160]",-300.07056782,-300.10182,3.97670425431658,4.01943238200001,-306.6957775,-293.7968035
"log_lik[161]",-39.5689361585,-39.572208,1.33665637290789,1.3366476669,-41.8183084,-37.43327505
"log_lik[162]",-12.102799006,-12.095652,0.471591014372153,0.4795291788,-12.86649885,-11.32033795
"log_lik[163]",-12.133464603,-12.1253995,0.445225194011753,0.4443218766,-12.85746805,-11.39659715
"log_lik[164]",-72.950660874,-72.9154515,2.09055144819789,2.15605325880001,-76.4305275,-69.474704
"log_lik[165]",-68.1232275105,-68.1055965,1.76096775909446,1.77601469429999,-70.99231095,-65.31128035
"log_lik[166]",-28.5286803905,-28.4953195,1.02875259419456,1.0170480327,-30.2700263,-26.86597255
"log_lik[167]",-9.9601088883,-9.957371,0.404770391767552,0.400147068300002,-10.646082,-9.315985285
"log_lik[168]",-64.1842721,-64.169507,1.58925557807172,1.57098149249999,-66.77743665,-61.5647151
"log_lik[169]",-32.4772030465,-32.469569,1.0281552008363,1.0459661457,-34.1113583,-30.82146805
"log_lik[170]",-5.43155950825,-5.41993505,0.109137034265079,0.10935620535,-5.622794515,-5.273108575
"log_lik[171]",-5.13659356425,-5.1273162,0.0486586215679634,0.0449162565600001,-5.22673562,-5.074412525
"log_lik[172]",-160.051636925,-160.061495,2.10719179567774,2.08449112199999,-163.5248605,-156.606731
"log_lik[173]",-21.041031468,-21.0279815,0.689006552548219,0.684540141599999,-22.1645171,-19.95483225
"log_lik[174]",-92.9233624045,-92.9456125,1.68608153155684,1.64821753950002,-95.66333335,-90.20005005
"log_lik[175]",-54.945214341,-54.9580615,1.25527940352059,1.24580505840001,-56.98467445,-52.8952266
"log_lik[176]",-72.6459869515,-72.666556,1.14960807077206,1.1357635212,-74.539799,-70.73804755
"log_lik[177]",-55.912990635,-55.913809,1.35753131844907,1.4003920539,-58.12338655,-53.73870155
"log_lik[178]",-34.786066324,-34.761829,1.09823659354534,1.0612932645,-36.657122,-32.95729495
"log_lik[179]",-7.59204609505,-7.5822789,0.292273224401273,0.28825509804,-8.09726903,-7.122378935
"log_lik[180]",-71.044353356,-71.0692865,1.67150433746197,1.6702282191,-73.8272729,-68.3475083
"log_lik[181]",-71.8954657575,-71.8781565,1.54680914407814,1.5003630306,-74.520313,-69.3920586
"log_lik[182]",-5.6894519188,-5.6739947,0.167190816138144,0.16395561903,-5.99148991,-5.44147625
"log_lik[183]",-5.198772954,-5.1935872,0.0132390540416279,0.00585849389999983,-5.22487374,-5.18935378
"log_lik[184]",-71.0115257885,-70.9929655,1.10973899183557,1.1023627671,-72.89244685,-69.184342
"log_lik[185]",-511.96854673,-511.88074,8.36341644496405,8.80843053300004,-525.810392,-498.452455
"log_lik[186]",-5.3597984896,-5.34904955,0.0927028212507166,0.08757592179,-5.532978455,-5.225389345
"log_lik[187]",-46.6650297645,-46.6611275,1.16294169982005,1.1385026247,-48.59188595,-44.7622727
"log_lik[188]",-7.96174938445,-7.95521715,0.302833173289604,0.298924925459998,-8.47475508,-7.480531435
"log_lik[189]",-17.3264962395,-17.333367,0.589680923193957,0.575735092799999,-18.29773205,-16.3980677
"log_lik[190]",-101.634619703,-101.653945,1.35284580177438,1.365185493,-103.8971285,-99.46854925
"log_lik[191]",-20.193777279,-20.1898795,0.528992863471529,0.535744181699999,-21.0753398,-19.3243793
"log_lik[192]",-5.8357606919,-5.82150805,0.179760401509329,0.1776221517,-6.14403355,-5.559528795
"log_lik[193]",-42.270148434,-42.2532075,1.12363727683091,1.1044428549,-44.1231876,-40.49709735
"log_lik[194]",-8.4719189796,-8.46473745,0.338565808732284,0.33232049046,-9.04514019,-7.92065877
"log_lik[195]",-72.151087673,-72.1535875,1.53937655876171,1.5292781784,-74.73062325,-69.666799
"log_lik[196]",-246.498675155,-246.49599,2.5955185478505,2.547240234,-250.723233,-242.262592
"log_lik[197]",-371.383498465,-371.3715,2.50606205280916,2.475919761,-375.5896675,-367.295691
"log_lik[198]",-170.311307545,-170.290275,1.93529655497804,1.915126311,-173.5878065,-167.0923175
"log_lik[199]",-10.770890129,-10.766969,0.412819061464985,0.406951461,-11.44704325,-10.11371075
"log_lik[200]",-7.39222202695,-7.37829045,0.301502705209143,0.29647441005,-7.92005713,-6.907868185
"log_lik[201]",-8.9440843185,-8.93041835,0.409014483997264,0.39781041657,-9.64468563,-8.27889007
"log_lik[202]",-62.5790939985,-62.520369,1.39454402007951,1.3782442338,-64.86771715,-60.33807715
"log_lik[203]",-428.76387668,-428.705105,4.29015244282213,4.19455709400002,-436.009175,-421.436092
"log_lik[204]",-576.89073551,-576.864435,4.30266218842124,4.29086678999995,-583.8115045,-569.849784
"log_lik[205]",-266.210841345,-266.164385,2.47295198993494,2.441886678,-270.2368715,-262.0738505
"log_lik[206]",-30.6089450565,-30.5833435,1.11000302680771,1.0831067583,-32.51001685,-28.7993904
"log_lik[207]",-8.43911672225,-8.42926335,0.333187310740847,0.327882401490001,-8.99331582,-7.915015595
"log_lik[208]",-47.9320688395,-47.900904,1.33740381755086,1.3260315096,-50.13375665,-45.71210575
"log_lik[209]",-19.170143209,-19.157456,0.681997190053674,0.677637156,-20.2837181,-18.07153325
"log_lik[210]",-221.53973806,-221.54168,2.87118544043209,2.81206224600002,-226.298655,-216.7648295
"log_lik[211]",-70.7599765965,-70.7481395,1.3154246210646,1.32783509249999,-72.93500165,-68.5884735
"log_lik[212]",-97.8261759715,-97.803061,1.54787991093336,1.56803853149999,-100.3882725,-95.24817075
"log_lik[213]",-46.1289547925,-46.129034,1.2073958963309,1.2019653177,-48.1487884,-44.1082965
"log_lik[214]",-7.07234425455,-7.0598802,0.266847121389232,0.25966738245,-7.52675049,-6.65310649
"log_lik[215]",-85.277442632,-85.2623125,1.62525609581939,1.58808254219998,-88.012913,-82.6096213
"log_lik[216]",-76.4852656685,-76.4887525,1.42055147557963,1.4032638501,-78.796851,-74.18577255
"log_lik[217]",-56.0034392,-56.0022665,1.20448672356389,1.18037050739999,-57.94069455,-54.07447325
"log_lik[218]",-46.4736944835,-46.458463,0.88832078521597,0.874372245600002,-47.95310605,-45.01250945
"log_lik[219]",-7.80065271245,-7.79449665,0.21976470601042,0.21835940364,-8.17064372,-7.4435194
"log_lik[220]",-12.9756784935,-12.9650995,0.49520200931725,0.486218669999999,-13.7871102,-12.1946124
"log_lik[221]",-12.20154706,-12.19082,0.511627338122349,0.5087660508,-13.06766105,-11.35580395
"log_lik[222]",-16.8697760715,-16.851176,0.680994011548869,0.666737080799999,-17.99661565,-15.7575106
"log_lik[223]",-7.26411448805,-7.25286505,0.282197190755593,0.27372161502,-7.742432745,-6.80011369
"log_lik[224]",-7.19483355185,-7.1802935,0.306652360418779,0.30540270138,-7.71734784,-6.703014255
"log_lik[225]",-33.028727253,-33.0163955,0.659218229275735,0.6457041759,-34.12864215,-31.93633695
"log_lik[226]",-29.136567481,-29.135826,0.651893535668447,0.6548629374,-30.20550265,-28.04758215
"log_lik[227]",-59.8349249545,-59.8354065,1.17585395222682,1.1815484331,-61.7439219,-57.9283878
"log_lik[228]",-45.429581028,-45.4477015,1.1233150350284,1.0979853906,-47.27074285,-43.59638755
"log_lik[229]",-7.13674111535,-7.12844675,0.262973157137346,0.25824460536,-7.592037975,-6.711735125
"log_lik[230]",-9.4906477546,-9.4815356,0.35480221807889,0.348610928610001,-10.08439135,-8.92377902
"log_lik[231]",-10.6161715876,-10.6104905,0.414221675617102,0.410291017499998,-11.32479505,-9.932938835
"log_lik[232]",-114.73374798,-114.78494,1.82601018290218,1.88773527600001,-117.6678065,-111.7170135
"log_lik[233]",-14.663302482,-14.6516465,0.453768771256189,0.4535399421,-15.42370385,-13.92001685
"log_lik[234]",-32.1658341115,-32.161993,1.09088731735288,1.10054584079999,-34.00275,-30.3988345
"log_lik[235]",-222.55138045,-222.53944,2.83255249847445,2.77164657,-227.2721515,-217.95909
"log_lik[236]",-190.068360035,-190.085065,2.47654355617063,2.43639364500001,-194.1266215,-186.0096135
"log_lik[237]",-5.8473782685,-5.8414342,0.145899642551755,0.14272975374,-6.09331194,-5.62030781
"log_lik[238]",-45.214965873,-45.20958,1.42723861912577,1.38497672039999,-47.5939535,-42.8294128
"log_lik[239]",-784.414485685,-784.39473,5.89074109024218,5.90681924700004,-793.9857165,-775.0964975
"log_lik[240]",-21.713397102,-21.706171,0.798852099640636,0.792278459700002,-23.0383279,-20.41203225
"log_lik[241]",-39.9825736475,-39.9470005,0.983813115600129,0.9673757436,-41.63530935,-38.36872505
"log_lik[242]",-111.000861015,-110.972785,1.96142588944796,1.90372511699999,-114.2711975,-107.7371945
"log_lik[243]",-67.394666299,-67.3542655,1.77333815266441,1.7012590371,-70.32190595,-64.45142775
"log_lik[244]",-146.139557935,-146.10249,2.09754733112243,2.02355626199997,-149.5851615,-142.701605
"log_lik[245]",-129.212509195,-129.20483,1.93935323348092,1.90833600299998,-132.4849085,-125.996125
"log_lik[246]",-80.8445911155,-80.8733865,1.04991325441304,1.03405419599999,-82.538529,-79.1167884
"log_lik[247]",-167.11185269,-167.11817,1.6832455537899,1.656568284,-169.9093485,-164.3004595
"log_lik[248]",-26.517477325,-26.4898945,1.31569793453605,1.301374389,-28.70346645,-24.3739918
